3000    100
14.283,65.966,49.807,43.363,71.496,61.712,7.0562,24.365,50.623,38.299,32.566,89.61,22.085,59.496,20.412,74.166,12.964,59.207,81.589,13.712,29.656,2.1102,80.743,30.873,25.939,56.542,22.638,77.601,5.9913,28.194,47.788,88.074,6.7361,73.183,61.269,44.901,92.991,65.658,18.368,57.593,84.012,18.879,26.452,54.929,77.685,86.776,0.41479,87.094,8.3285,63.194,49.603,0.83836,15.618,79.62,5.3808,6.9122,28.52,19.491,53.259,88.105,14.274,32.095,50.683,23.646,16.181,93.065,50.247,62.187,93.308,92.531,29.106,84.561,20.47,57.973,50.944,45.536,95.345,27.6,96.387,57.094,88.407,60.636,32.205,8.6822,0.60428,94.176,13.532,3.0733,49.645,52.048,85.361,96.766,81.639,3.3116,80.057,21.687,25.319,77.561,21.601,46.773
25.402,39.505,29.714,79.232,40.612,55.553,79.195,66.709,44.284,58.012,18.285,49.161,43.921,0.73806,32.066,63.849,9.2355,7.7841,31.736,17.409,88.763,52.414,12.17,63.741,59.652,38.549,64.698,71.38,6.9501,2.4636,35.828,28.737,68.745,58.695,57.245,63.769,15.924,84.688,39.595,27.208,66.066,48.959,18.105,3.4353,66.054,88.358,2.117,75.383,3.9302,17.349,41.623,83.963,50.785,29.757,62.693,27.155,20.99,17.604,15.537,34.703,1.6544,35.622,11.48,52.597,17.618,96.773,86.192,86.261,19.774,73.35,59.132,11.216,16.325,91.415,53.471,37.603,88.843,0.69163,68.872,2.6618,40.241,45.166,15.813,24.816,1.7512,62.697,52.764,31.115,91.678,62.951,41.977,27.369,44.307,25.131,20.588,96.734,0.032688,71.018,87.16,74.759
14.232,62.355,42.216,36.965,92.292,71.711,76.051,88.246,59.514,70.662,75.806,68.512,68.6,14.625,8.8086,19.365,84.726,33.55,49.841,7.6638,16.333,34.052,4.5482,68.824,24.123,41.442,66.124,31.46,48.349,9.6658,25.88,48.032,80.427,38.665,34.442,95.042,81.158,90.986,2.372,30.283,5.0446,65.307,83.857,18.961,36.53,50.052,20.954,66.032,81.065,76.057,6.1143,9.9133,86.845,37.486,8.6514,41.465,5.2343,50.195,0.092755,2.5304,12.689,63.633,10.021,54.906,34.482,5.994,82.003,81.035,52.297,2.3146,40.225,59.813,22.684,9.8404,8.6044,84.61,50.625,34.565,36.7,24.593,80.645,96.354,13.571,18.766,51.432,57.397,45.303,20.592,74.279,4.7214,4.9761,4.4648,17.83,63.12,83.777,56.863,33.78,45.195,64.982,24.262
58.966,68.582,48.631,21.528,10.164,0.0026492,84.992,17.273,94.477,62.71,50.809,83.702,30.243,60.846,74.925,36.255,78.693,71.837,69.107,13.566,50.931,23.263,22.056,20.841,19.574,16.484,10.366,66.129,53.35,96.7,42.805,50.778,21.101,3.1423,5.7042,30.358,27.849,60.062,89.286,89.851,42.794,21.572,42.922,22.089,95.66,73.898,54.142,24.134,15.523,44.226,7.2901,6.8447,80.297,16.932,92.785,56.12,26.252,27.154,62.231,48.841,3.7616,47.577,25.478,85.073,30.427,3.1399,44.573,56.416,76.776,57.678,44.269,24.166,47.942,60.267,83.208,66.729,16.613,17.752,1.7358,60.512,95.493,55.828,4.7451,76.478,54.903,83.788,48.18,96.18,94.175,58.663,5.9328,7.809,56.115,44.378,64.083,85.249,13.053,61.059,43.876,93.713
84.618,35.849,40.393,59.27,68.332,21.203,12.668,78.702,24.284,62.863,3.9918,78.08,39.991,70.55,87.393,36.936,82.368,82.29,25.967,77.505,47.974,0.16961,17.017,71.743,34.354,36.481,61.476,54.465,32.993,62.309,13.329,54.651,58.071,44.387,75.918,4.9295,26.922,47.266,20.554,12.392,25.955,15.314,44.409,42.931,6.617,93.586,37.861,66.845,94.247,22.923,59.299,42.931,89.702,81.043,61.946,0.73249,22.663,66.085,18.246,70.869,60.762,77.385,77.89,12.458,57.933,19.138,43.215,18.321,46.479,26.327,41.203,21.733,51.643,17.833,5.1807,10.491,58.642,12.826,56.446,4.7783,46.607,31.389,60.793,70.708,73.273,47.899,90.107,65.497,31.286,68.473,84.537,76.243,77.37,38.067,59.712,95.018,41.988,42.799,62.3,87.643
20.698,34.53,36.95,26.578,84.212,93.775,14.997,86.801,49.606,0.12525,6.4396,10.84,68.724,59.859,80.304,81.845,52.764,88.189,6.3329,7.514,55.041,19.668,36.024,25.743,71.542,8.9416,78.318,82.507,95.739,53.938,82.055,61.916,35.181,91.673,57.366,2.121,8.5306,0.3569,52.248,0.68717,74.29,15.567,19.413,33.007,72.782,93.565,36.025,13.994,71.018,63.429,94.743,40.815,63.32,69.332,65.955,7.8563,91.499,26.397,73.9,33.43,78.225,45.372,91.563,50.243,22.627,40.41,55.937,67.976,95.938,54.078,7.5612,80.702,70.49,35.489,78.818,25.806,11.891,49.136,32.326,40.505,79.538,59.139,40.007,80.301,60.903,88.565,12.315,20.557,5.5029,11.24,16.15,89.821,27.094,24.981,59.897,22.624,74.233,14.402,74.046,5.1354
54.534,82.198,9.8019,91.835,61.395,21.161,13.824,24.861,42.958,1.4568,68.487,12.044,45.341,73.415,73.002,68.344,60.841,22.649,55.716,40.94,10.011,14.086,22.817,2.9629,63.48,91.473,88.328,61.807,47.118,70.268,77.508,0.9723,41.349,81.656,60.771,94.129,9.315,54.299,41.012,65.099,7.7165,68.706,2.6494,44.114,15.207,14.233,72.405,93.151,33.321,94.011,20.856,18.004,40.648,67.225,42.413,64.94,34.554,78.038,2.5588,61.788,76.706,67.571,77.149,60.514,72.545,5.6839,95.88,8.6048,39.3,55.04,51.188,92.982,55.232,82.828,14.328,27.575,76.206,50.794,0.13001,39.699,33.871,89.679,71.489,78.827,11.892,28.76,94.903,5.0722,86.576,82.787,41.513,66.028,9.4632,95.576,38.51,79.142,11.709,7.8433,1.382,75.768
71.099,31.288,11.608,84.173,24.406,64.095,24.428,4.5935,15.121,83.88,77.267,8.8566,59.358,86.901,89.985,81.298,31.288,46.693,93.501,17.837,69.991,92.798,46.035,28.254,83.032,30.721,13.586,89.216,34.204,56.743,32.439,27.795,22.74,4.4113,28.222,34.392,35.408,38.053,53.685,41.436,96.991,14.09,58.407,39.382,17.958,76.789,26.615,7.2397,30.341,33.111,32.556,89.918,70.053,3.4679,84.851,81.784,62.709,52.885,94.25,20.694,49.234,45.976,61.589,62.623,65.688,93.555,49.189,7.6517,13.453,81.004,78.409,79.065,39.982,24.475,88.522,18.755,80.774,42.241,9.7678,37.967,84.095,62.51,10.963,92.468,51.884,60.651,59.04,74.227,82.771,24.402,96.231,30.403,62.229,60.192,82.798,58.481,35.905,10.221,84.339,56.134
15.692,10.123,75.86,28.035,67.952,14.209,61.329,84.893,82.297,72.981,66.862,75.243,24.001,87.557,18.536,77.37,39.133,14.781,14.631,50.68,24.582,81.827,5.9348,55.711,3.3005,74.126,64.157,96.74,51.195,0.24962,55.851,55.915,86.957,31.9,29.661,38.823,66.815,94.572,19.688,24.147,90.503,4.7677,79.042,66.194,46.886,77.562,37.856,13.331,10.753,8.1917,38.203,80.655,37.515,58.937,85.436,2.7552,57.433,91.377,95.155,94.825,44.243,61.887,39.256,96.711,15.925,66.773,12.893,43.226,67.451,75.679,3.8426,68.8,82.711,30.748,31.525,14.446,28.403,26.796,55.526,14.81,78.365,4.6682,84.938,21.008,70.042,8.3143,88.677,41.71,6.8771,2.1886,11.418,88.599,79.643,88.327,88.981,94.041,7.5734,70.262,43.482,24.902
73.538,50.277,63.586,13.941,94.498,49.68,38.911,84.253,5.9508,71.357,43.472,78.261,93.983,52.348,23.99,37.086,15.184,38.546,96.221,50.744,87.937,73.016,50.117,55.252,35.389,77.236,51.983,89.273,3.1086,64.58,54.135,96.849,4.3753,50.407,73.07,58.381,49.572,9.1002,74.764,40.042,74.271,80.771,64.499,37.768,69.991,34.599,71.972,76.167,10.59,76.521,75.75,53.451,83.847,90.466,96.645,91.339,37.4,21.504,75.804,32.26,19.926,87.023,81.693,45.692,8.3409,43.133,39.731,69.897,5.792,67.296,17.757,96.412,89.1,91.228,8.1417,59.658,43.04,2.816,13.285,94.199,69.847,73.646,65.7,34.015,45.921,93.872,78.739,7.2307,6.0687,1.5749,88.097,4.0527,25.107,43.623,8.846,75.092,36.69,13.374,63.317,46.262
